taxa;Taxon;Pathogen;Pathogenicity;Origin;Origin_verbatim;Origin_verbatim;Origin_details;;;"""=SE(CONTA.SE(G:G; J13)=0; ""NUOVO""; """")""";DATI FILTRA NUOVO - COPIA;
;Alloiococcus;P;2;W;Anthropogenic;Human, Respiratory tract;Human-associated, opportunistic pathogen;;;;;
F;Alloprevotella;PP;N;W;Anthropogenic;Human, Gut, Oral cavity;Human-associated microbiome;;;;;
;Allorhizobium;N;N;O;Ubiquitous;Soil, Plant;Plant-associated, nitrogen-fixing;;;;;
;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;N;N;O;Ubiquitous;Soil, legumes;Nitrogen-fixing plant symbionts;;;;;
;Allorhizocola;N;N;E;Environmental;Soil;Soil actinobacteria;;;;;
;Allosediminivita;N;N;E;Environmental;Sediment;Sediment bacteria;;;;;
;Allostreptomyces;N;N;E;Environmental;Soil;Soil actinobacteria;;;;;
;Alphaproteobacteria;N;N;E;Environmental;Marine, soil, Freshwater;Class-level group, diverse habitats;;;;;
;Alphaproteobacteria AT-s3-44;N;N;E;Environmental;Soil;Soil microbiota;;;;;
;Alphaproteobacteria NRL2;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Alphaproteobacteria SAR 11 Clade I;N;N;E;Environmental;Marine;Planktonic marine bacterioplankton;;;;;
;Alphaproteobacteria SAR 11 Clade II;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Alphaproteobacteria SAR 11 Clade III;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Alphaproteobacteria SAR 11 Clade IV;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Alphaproteobacteria SAR11  Clade;N;N;E;Environmental;Marine;Planktonic marine bacterioplankton;;;;;
;Alphaproteobacteria SAR11  Clade Ia;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Alphaproteobacteria SAR11 Clade Ib;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Alsobacter;N;N;E;Environmental;Soil;Soil bacterium;;;;;
;Alteraurantiacibacter;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
G;Altererythrobacter;PP;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
S;Altererythrobacter rigui;N;1;E;Environmental;Freshwater;Freshwater bacterium;;;;;
;Altericroceibacterium;N;N;E;Environmental;Soil, Marine;Soil, marine actinobacteria;;;;;
;Alteriqipengyuania;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
G;Alterococcus;PP;1;E;Environmental;Soil, Water;Environmental bacterium;;;;;
F;Alteromonadaceae;PP;N;E;Environmental;Marine;Marine family, planktonic;;;;;
;Alteromonadaceae XY-R5;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
G;Alteromonas;PP;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
S;Alteromonas aestuariivivens;N;1;E;Environmental;Marine, estuarine;Estuarine marine bacteria;;;;;
S;Alteromonas australica;N;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
S;Alteromonas confluentis;N;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
S;Alteromonas halophila;N;1;E;Environmental;Marine, saline;Halophilic marine bacteria;;;;;
S;Alteromonas hispanica;N;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
S;Alteromonas macleodii;N;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Amaricoccus;N;N;W;Anthropogenic;Wastewater;Activated sludge bacterium;;;;;
;Aminicenans;N;N;E;Environmental;Anaerobic sediment;Environmental anaerobe;;;;;
;Aminicenantales;N;N;E;Environmental;Anaerobic sediment;Environmental anaerobe;;;;;
;Aminiphilus;N;N;W;Anthropogenic;Anaerobic sludge;Wastewater, fermenter;;;;;
;Aminobacter;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Aminomonas;N;N;W;Anthropogenic;Anaerobic sludge;Wastewater, fermenter;;;;;
;Aminomonas paucivorans;P;2;W;Anthropogenic;Anaerobic sludge;Wastewater, fermenter;;;;;
;Ammoniibacillus;N;N;E;Environmental;Soil, Sediment;Environmental bacterium;;;;;
G;Ammoniphilus;PP;1;E;Environmental;Soil, Sediment;Environmental bacterium;;;;;
;Amnibacterium;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Amnipila;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
F;Amoebophilaceae;PP;N;E;Environmental;Amoebae;Symbionts of protozoa;;;;;
;Amorphus;N;N;E;Environmental;Marine, sediment;Marine bacterium;;;;;
G;Amphibacillus;PP;1;E;Environmental;Soil, sediment;Environmental anaerobe;;;;;
;Amphiplicatus;N;N;W;Anthropogenic;Anaerobic digester;Wastewater, fermenter;;;;;
;Amphritea;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Ampullimonas;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
G;Amycolatopsis;PP;1;E;Environmental;Soil;Soil actinobacteria;;;;;
;Amylibacter;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Amylolactobacillus;N;N;W;Anthropogenic;Fermented food;Food-associated bacterium;;;;;
;Anabaenopsis;N;N;E;Environmental;Freshwater, cyanobacterial mats;Cyanobacteria;;;;;
;Anaerobacillus;N;N;E;Environmental;Soil, Sediment;Environmental anaerobe;;;;;
G;Anaerobacter;PP;1;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerobacterium;N;N;W;Anthropogenic;Anaerobic digester;Wastewater, gut fermenters;;;;;
;Anaerobiospirillum;N;N;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Anaerocella;P;2;W;Anthropogenic;Anaerobic digester;Wastewater, environmental anaerobe;;;;;
;Anaerococcus;P;2;W;Anthropogenic;Human, Gut, skin;Human-associated microbiome;;;;;
S;Anaerococcus provencensis;N;1;E;Anthropogenic;Human, Gut;Human gut microbiome;;;;;
;Anaerocolumna;N;N;W;Anthropogenic;Anaerobic sludge;Wastewater fermenter;;;;;
;Anaerofilum;N;N;W;Anthropogenic;Anaerobic digester;Wastewater fermenter;;;;;
;Anaerofustis;N;N;O;Ubiquitous;Anaerobic gut;Human, animal gut microbiome;;;;;
;Anaerolinea;N;N;O;Ubiquitous;Anaerobic Sediment, digesters;Environmental, wastewater;;;;;
;Anaerolineaceae;N;N;O;Ubiquitous;Sediment, digesters;Environmental, wastewater;;;;;
;Anaerolineaceae ADurb.Bin120;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineaceae GWD2-49-16;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineaceae RBG-16-58-14;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineaceae UCG-001;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineaceae UTCFX1;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae;N;N;O;Ubiquitous;Sediment, Anaerobic digester;Environmental, wastewater;;;;;
;Anaerolineae 20-01;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae 43831;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae A4b;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae ADurb.Bin180;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae C10-SB1A;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae KZNMV-5-B42;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae MSB-5B2;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae MSB-5E12;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae OLB13;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae RBG-13-54-9;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae SBR1031;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae SBR1031 A4b;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaerolineae SJA-15;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaeromicrobium;N;N;E;Ubiquitous;Sediment, Anaerobic digester;Environmental, wastewater;;;;;
;Anaeromusa-Anaeroarcus;P;2;W;Anthropogenic;Anaerobic sludge;Wastewater fermenters;;;;;
;Anaeromyxobacter;N;N;E;Environmental;Soil, Sediment;Soil anaerobic bacterium;;;;;
;Anaerophaga;N;N;E;Environmental;Sediment;Environmental anaerobe;;;;;
;Anaeroplasma;N;N;E;Environmental;Gut;Animal gut-associated;;;;;
;Anaerorhabdus;P;2;O;Ubiquitous;Gut;Animal, human gut;;;;;
;Anaerorhabdus furcosa group;P;2;E;Anthropogenic;Gut;Human, animal gut;;;;;
;Anaerosalibacter;N;N;E;Environmental;Sediment, anaerobic;Environmental anaerobe;;;;;
;Anaerosinus;P;2;W;Anthropogenic;Anaerobic sludge;Wastewater, fermenter;;;;;
;Anaerospora;P;2;W;Anthropogenic;Anaerobic sludge;Wastewater, fermenter;;;;;
;Anaerosporobacter;N;N;E;Anthropogenic;Anaerobic sludge, gut;Wastewater, gut fermenter;;;;;
;Anaerosporomusa;N;N;W;Anthropogenic;Anaerobic digester;Wastewater, fermenter;;;;;
;Anaerostignum;N;N;O;Ubiquitous;Gut;Human, animal gut;;;;;
G;Anaerostipes;PP;1;O;Ubiquitous;Gut;Human, animal gut;;;;;
S;Anaerostipes hadrus;N;1;W;Anthropogenic;Gut;Human gut bacterium;;;;;
G;Anaerotruncus;PP;1;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Anaerovibrio;P;2;O;Ubiquitous;Ruminant, Gut;Animal gut-associated;;;;;
;Anaerovirgula;N;N;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Anaerovoracaceae;N;N;O;Ubiquitous;Gut, Sediment;Family of anaerobes;;;;;
;Anaerovoracaceae brachy group;N;N;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Anaerovoracaceae Family XIII AD3011 group;P;2;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Anaerovoracaceae Family XIII UCG-001;P;2;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Anaerovorax;N;N;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Anaplasmataceae;N;N;O;Ubiquitous;Animal, Host organisms;Intracellular pathogens;;;;;
;Ancylobacter;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Ancylomarina;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Ancylothrix 8PC;N;N;E;Environmental;Soil, Sediment;Environmental bacterium;;;;;
G;Anderseniella;PP;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
G;Aneurinibacillus;PP;1;E;Environmental;Soil;Soil actinobacteria;;;;;
;Angelakisella;N;N;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Angustibacter;N;N;E;Environmental;Soil;Soil actinobacteria;;;;;
;Annamia HOs24;N;N;E;Environmental;Soil;Soil bacterium;;;;;
;Anoxybacillus;N;N;E;Environmental;Hot springs, soil;Thermophilic soil bacteria;;;;;
;Antarcticibacterium;N;N;E;Environmental;Marine, Antarctic;Polar marine bacteria;;;;;
;Antarctobacter;N;N;E;Environmental;Marine, Antarctic;Polar marine bacteria;;;;;
;Antricoccus;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Aphanizomenon flosaquae;N;N;E;Environmental;Freshwater;Cyanobacteria, planktonic;;;;;
;Aphanocapsa;N;N;E;Environmental;Freshwater;Cyanobacteria, planktonic;;;;;
;Apibacter;N;N;E;Environmental;Gut (bees);Bee gut-associated;;;;;
;Aquabacter;N;N;E;Environmental;Freshwater;Freshwater bacterioplankton;;;;;
;Aquabacterium;N;N;E;Environmental;Freshwater;Freshwater bacteria;;;;;
S;Aquabacterium olei;N;1;O;Ubiquitous;Wastewater, soil;Environmental, anthropogenic;;;;;
S;Aquabacterium parvum;N;1;E;Environmental;Freshwater;Freshwater bacterium;;;;;
G;Aquamicrobium;PP;1;O;Ubiquitous;Soil, Wastewater;Environmental, wastewater bacterium;;;;;
;Aquamonas;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Aquaspirillaceae;P;2;E;Environmental;Marine, Freshwater;Family of aquatic bacteria;;;;;
;Aquaspirillum;P;2;E;Environmental;Freshwater;Freshwater bacteria;;;;;
;Aquaspirillum arcticum group;P;2;E;Environmental;Arctic, Freshwater;Cold-adapted freshwater bacteria;;;;;
S;Aquaspirillum putridiconchylium;N;1;E;Environmental;Soil, Water;Environmental bacteria;;;;;
;Aquaspirillum sp LM1;P;2;E;Environmental;Freshwater;Environmental isolate;;;;;
;Aquibacter;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aquicella;N;N;E;Environmental;Water, amoebae;Water-associated, protozoa symbiont;;;;;
;Aquihabitans;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aquimarina;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
S;Aquimarina latercula;N;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aquimixticola;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aquimonas;N;N;E;Environmental;Freshwater, Marine;Environmental bacterium;;;;;
;Aquincola;N;N;E;Environmental;Freshwater, soil;Environmental bacterium;;;;;
;Aquipuribacter;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Aquirhabdus;N;N;E;Environmental;Soil, Sediment;Environmental bacterium;;;;;
;Aquisalinus;N;N;E;Environmental;Saline Water;Halophilic bacterium;;;;;
;Aquisphaera;N;N;E;Environmental;Freshwater, Sediment;Environmental bacterium;;;;;
;Arachidicoccus;N;N;E;Environmental;Soil;Soil bacterium;;;;;
;Arboricoccus;N;N;E;Environmental;Soil;Soil bacterium;;;;;
;Archangium;N;N;E;Environmental;Soil;Predatory myxobacteria;;;;;
;Arcicella;N;N;E;Environmental;Freshwater;Freshwater bacterioplankton;;;;;
S;Arcicella rosea;N;1;E;Environmental;Freshwater;Freshwater bacterium;;;;;
;Arcobacter;P;2;W;Anthropogenic;Water, Clinical;Opportunistic pathogen, water-associated;;;;;
;Arcobacter butzleri;P;2;W;Anthropogenic;Water, Clinical;Opportunistic pathogen;;;;;
;Arcobacter cibarius;P;2;W;Anthropogenic;Water, food;Food, water-associated;;;;;
;Arcobacter cryaerophilus;P;2;W;Anthropogenic;Water, Clinical;Opportunistic pathogen;;;;;
;Arcobacter faecis;N;N;W;Anthropogenic;Gut, Water;Opportunistic pathogen;;;;;
F;Arcobacteraceae;PP;N;W;Anthropogenic;Water, animals;Family of opportunistic pathogens;;;;;
;Arcticibacter;N;N;E;Environmental;Soil, cold environments;Polar, cold-adapted bacterium;;;;;
S;Arcticibacter pallidicorallinus;N;1;E;Environmental;Soil, cold environments;Polar, cold-adapted bacterium;;;;;
;Arcticibacterium;N;N;E;Environmental;Soil, Antarctic;Polar soil bacterium;;;;;
;Arcticiflavibacter;N;N;E;Environmental;Marine, Arctic;Polar marine bacterioplankton;;;;;
;Ardenticatenaceae;N;N;E;Environmental;Sediment;Environmental anaerobic bacteria;;;;;
;Ardenticatenales;N;N;E;Environmental;Sediment;Environmental anaerobic bacteria;;;;;
;Arenibacter;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Arenibacterium;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Arenicella;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Arenicellaceae;N;N;E;Environmental;Marine;Marine bacterial family;;;;;
;Arenicellaceae HTCC5015;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Arenimonas;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Arenitalea;N;N;E;Environmental;Marine Sediment;Marine bacterium;;;;;
;Arhodomonas;N;N;O;Ubiquitous;Saline soil, Wastewater;Halophilic, environmental bacterium;;;;;
;Aridibacter;N;N;E;Environmental;Soil, desert;Desert soil bacterium;;;;;
;Armatimonadaceae;N;N;E;Environmental;Soil, Freshwater;Environmental family;;;;;
;Armatimonadales;N;N;E;Environmental;Soil, Freshwater;Environmental order;;;;;
;Armatimonadota;N;N;E;Environmental;Soil, Freshwater;Environmental phylum;;;;;
;Armatimonadota DG-56;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Armatimonas;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Arsenicibacter;N;N;O;Ubiquitous;Soil, contaminated;Arsenic-resistant environmental bacterium;;;;;
;Arsenicicoccus;N;N;O;Ubiquitous;Soil, Wastewater;Arsenic-tolerant bacterium;;;;;
;Arsenicitalea;N;N;O;Ubiquitous;Soil, Wastewater;Arsenic-tolerant bacterium;;;;;
G;Arsenophonus;PP;1;E;Environmental;Insect, Host organism;Insect symbiont, pathogen;;;;;
;Arthrobacter;P;2;E;Environmental;Soil;Soil actinobacteria;;;;;
S;Arthrobacter tumbae;N;1;E;Environmental;Soil;Soil bacterium;;;;;
;Arthrospira PCC-7345;N;N;E;Environmental;Freshwater;Cyanobacteria;;;;;
;Asaccharospora;N;N;E;Environmental;Soil;Soil actinobacteria;;;;;
G;Asaia;PP;1;E;Environmental;Plant, insect gut;Plant, insect-associated;;;;;
;Ascidiaceihabitans;N;N;E;Environmental;Marine, tunicate;Marine symbiont;;;;;
;Ascidiimonas;N;N;E;Environmental;Marine, tunicate;Marine symbiont;;;;;
;Asinibacterium;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
;Asticcacaulis;N;N;E;Environmental;Soil, Freshwater;Environmental bacterium;;;;;
S;Asticcacaulis endophyticus;N;1;E;Environmental;Plant;Plant endophyte;;;;;
;Atelocyanobacterium UCYN-A;N;N;E;Environmental;Marine;Nitrogen-fixing cyanobacteria;;;;;
;Atlantibacter;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Atopobiaceae;P;2;O;Ubiquitous;Gut, Oral cavity;Human, animal-associated;;;;;
;Atopobium;P;2;W;Anthropogenic;Human, Oral cavity, gut;Human microbiome;;;;;
G;Atopococcus;PP;1;W;Anthropogenic;Oral cavity, gut;Human microbiome;;;;;
;Atopostipes;N;N;E;Environmental;Gut;Animal gut;;;;;
;Atribacterota JS1;N;N;E;Environmental;Anaerobic Sediment;Environmental anaerobe;;;;;
;Aurantiacibacter;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aurantiacicella;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aurantimicrobium;N;N;E;Environmental;Freshwater;Freshwater bacterioplankton;;;;;
G;Aurantimonas;PP;1;E;Environmental;Soil, Marine;Environmental bacterium;;;;;
;Aurantisolimonas;N;N;E;Environmental;Soil;Soil bacterium;;;;;
G;Aurantivirga;PP;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureibacillus;N;N;E;Environmental;Soil;Soil actinobacteria;;;;;
;Aureibacter;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureibaculum;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
G;Aureicoccus;PP;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
S;Aureicoccus marinus;N;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureimarina;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureimarina marisflavi;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureimonas;N;N;E;Environmental;Soil, Plant;Environmental, plant-associated;;;;;
;Aureisphaera;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureispira;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureitalea;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Aureivirga;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
G;Auricoccus-Abyssicoccus;PP;1;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Azoarcus;N;N;E;Environmental;Soil, rhizosphere;Plant-associated nitrogen-fixer;;;;;
G;Azohydromonas;PP;1;E;Environmental;Soil, Freshwater;Environmental nitrogen-fixer;;;;;
;Azomonas;N;N;E;Environmental;Soil;Nitrogen-fixing soil bacteria;;;;;
;Azonexus;N;N;O;Ubiquitous;Soil, rhizosphere;Plant-associated nitrogen-fixer;;;;;
S;Azonexus fungiphilus;N;1;O;Ubiquitous;Soil, rhizosphere;Plant, fungal-associated nitrogen-fixer;;;;;
;Azospira;N;N;O;Ubiquitous;Soil, rhizosphere;Nitrogen-fixing bacteria;;;;;
S;Azospira oryzae;N;1;O;Ubiquitous;Rice rhizosphere;Plant-associated nitrogen-fixer;;;;;
;Azospirillaceae;N;N;O;Ubiquitous;Soil, Freshwater;Nitrogen-fixing family;;;;;
;Azospirillales;N;N;O;Ubiquitous;Soil, Freshwater;Nitrogen-fixing order;;;;;
G;Azospirillum;PP;1;O;Ubiquitous;Soil, rhizosphere;Nitrogen-fixing plant-associated;;;;;
G;Azotobacter;PP;1;E;Environmental;Soil;Free-living nitrogen-fixer;;;;;
;Azovibrio;N;N;E;Environmental;Soil, Freshwater;Environmental nitrogen-fixer;;;;;
;Babeliaceae;N;N;E;Environmental;Soil, Freshwater;Environmental bacteria;;;;;
;Babeliales;N;N;E;Environmental;Soil, Freshwater;Environmental bacteria;;;;;
;Babeliales UBA12409;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Babeliales UBA12411;N;N;E;Environmental;Soil;Environmental isolate;;;;;
F;Bacillaceae;PP;N;E;Environmental;Soil, Water;Soil, environmental bacteria;;;;;
;Bacillales;N;N;E;Environmental;Soil, Water;Environmental bacteria;;;;;
;Bacilli;P;2;O;Ubiquitous;Soil, Water, gut;Class-level group, diverse habitats;;;;;
;Bacilli RF39;P;2;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Bacilli RsaHf231;P;2;O;Ubiquitous;Gut;Human, animal gut;;;;;
;Bacillota;N;N;O;Ubiquitous;Soil, gut;Phylum-level, diverse environments;;;;;
;Bacillus;P;2;O;Ubiquitous;Soil, Water, Fermented food;Environmental, anthropogenic;;;;;
;Bacteria 10bav-F6;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria AncK6;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria CK-2C2-2;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria DTB120;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria FCPU426;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria FW113;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria GAL15;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria LCP-89;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria MAT-CR-M4-B07;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria MBNT15;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria NB1-j;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria NKB15;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria p25;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria PAUC34f;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria RCP2-54;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria SAR324 clade( Marine group B);N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Bacteria SJA-28;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria Sva0485;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria TA06;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria WOR-1;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria WPS-2;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria WS2;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Bacteria WS4;N;N;E;Environmental;Soil;Environmental isolate;;;;;
S;Bacterioplanes sanyensis;N;1;E;Environmental;Soil;Environmental actinobacteria;;;;;
;Bacterioplanoides;N;N;E;Environmental;Marine;Marine bacterioplankton;;;;;
;Bacteriovoracaceae;N;N;O;Ubiquitous;Soil, Water;Predatory bacteria;;;;;
